GENE	ctrl1	ctrl2	ctrl3	treat1	treat2	treat3
Dnajc25	265	245	230	325	367	413
Dnajc27	200	211	206	241	230	330
Dnajc28	565	638	664	664	707	774
Dnajc3	4260	4614	5106	4358	4471	5016
Dnajc30	499	517	623	596	642	696
Dnajc4	402	405	452	437	528	553
Dnajc5	2879	3367	3151	3222	3636	4098
Dnajc5b	0	0	1	0	0	0
Dnajc5g	0	0	0	0	0	0
Dnajc6	403	341	522	463	384	444
Dnajc7	2124	2504	2364	2335	2539	2742
Dnajc8	792	865	940	852	888	1089
Dnajc9	578	600	678	815	759	928
Dnal1	1281	1507	1528	1289	1510	1378
Dnal4	733	797	820	753	836	895
Dnali1	5	10	9	13	15	11
Dnase1	7473	5976	8425	6274	6185	4242
Dnase1l1	321	340	407	374	407	398
Dnase1l2	55	54	34	54	94	73
Dnase1l3	13	15	23	3	26	25
Dnase2a	227	226	278	324	335	398
Dnase2b	1	0	0	1	0	0
Dnd1	11	19	16	10	5	12
Dner	0	1	1	0	0	0
Dnlz	782	841	945	910	902	1057
Dnm1	65	66	73	37	56	60
Dnm1l	2080	2470	2344	2581	2706	3181
Dnm2	2314	2516	2478	2893	3063	3584
Dnm3	188	177	227	181	179	174
Dnm3os	4	3	2	0	1	1
Dnmbp	855	1071	1050	905	931	983
Dnmt1	656	716	666	700	770	811
Dnmt3a	1342	1719	1571	1611	1769	1938
Dnmt3aos	0	0	0	1	0	0
Dnmt3b	59	68	59	87	75	53
Dnmt3l	2	2	0	0	3	2
Dnpep	1172	1289	1348	1346	1419	1578
Dnph1	226	237	287	237	261	299
Dntt	2	2	5	1	0	5
Dnttip1	398	447	458	456	411	455
Dnttip2	868	893	1014	988	851	964
Doc2a	101	125	120	104	122	128
Doc2b	6	2	1	0	2	3
Doc2g	31	25	36	30	21	16
Dock1	1622	1753	1774	1675	1717	1837
Dock10	182	229	171	124	134	134
Dock11	62	37	39	39	48	41
Dock2	45	42	64	28	50	55
Dock3	20	14	18	21	19	13
Dock4	173	132	154	158	150	125
Dock5	511	463	522	571	498	460
Dock6	330	329	438	337	394	339
Dock7	1825	2300	2059	2121	2244	2696
Dock8	2200	2685	2395	2874	3026	3577
Dock9	2215	1882	2693	1904	1900	1855
Dohh	845	989	965	1063	1050	1222
Dok1	101	101	96	95	105	91
Dok2	26	31	38	20	30	16
Dok3	42	53	69	49	35	43
Dok4	186	222	261	187	217	180
Dok5	1	0	0	0	0	0
Dok6	0	0	0	0	0	0
Dok7	19	32	24	18	20	24
Dolk	483	512	567	607	682	766
Dolpp1	351	336	331	320	312	357
Donson	101	127	114	123	110	111
Dopey1	597	718	694	685	708	771
Dopey2	1419	1592	1480	1763	1873	2031
Dos	240	306	275	246	282	290
Dot1l	699	878	826	891	949	1083
Doxl2	0	0	0	0	0	0
Dpagt1	391	539	518	525	607	668
Dpcd	583	571	604	581	657	751
Dpcr1	0	0	0	0	0	1
Dpep1	1716	957	1519	1178	1108	1069
Dpep2	4	3	1	5	4	8
Dpep3	0	0	1	0	0	0
Dpf1	1	1	2	1	0	0
Dpf2	1107	1448	1228	1223	1335	1618
Dpf3	14	15	6	12	17	6
Dph1	270	267	311	288	333	332
Dph2	212	273	264	266	279	336
Dph3	852	1047	981	972	1099	1147
Dph5	156	142	180	158	193	183
Dph6	556	617	617	638	655	800
Dph7	217	242	233	212	284	314
Dpm1	1194	1287	1303	1297	1339	1469
Dpm2	490	566	580	546	538	543
Dpm3	528	625	643	553	664	723
Dpp10	0	2	1	0	0	1
Dpp3	1214	1470	1374	1572	1568	1933
Dpp4	2262	2162	2739	2504	2476	2569
Dpp6	11	17	16	16	23	35
Dpp7	999	783	1363	1422	1179	1185
Dpp8	2710	2792	2880	3005	3301	3466
Dpp9	885	995	960	1082	1079	1229
Dppa1	0	3	3	2	1	1
Dppa2	0	0	0	0	0	0
Dppa3	0	2	0	0	1	2
Dppa4	1	0	0	0	0	0
Dppa5a	1	0	0	0	0	0
Dpt	40	54	34	45	44	27
Dpy19l1	295	357	357	312	346	355
Dpy19l2	0	0	0	0	0	0
Dpy19l3	369	464	391	494	594	665
Dpy19l4	667	676	710	681	853	805
Dpy30	860	870	897	983	1115	1219
Dpyd	1183	888	1189	1020	935	920
Dpys	121	140	198	209	155	106
Dpysl2	101	101	125	126	152	119
Dpysl3	21	30	23	14	15	18
Dpysl4	14	0	0	0	0	0
Dpysl5	11	15	15	7	5	10
Dqx1	100	95	174	122	101	114
Dr1	1619	1909	2067	1795	2058	2123
Dram1	116	107	184	123	135	117
Dram2	2436	2351	2797	2707	2806	2801
Drap1	2290	2347	2569	2360	2366	2771
Draxin	1	0	1	2	0	0
Drc1	3	4	0	4	3	4
Drd1a	1	7	6	8	2	3
Drd2	0	1	0	0	0	0
Drd3	0	1	1	2	3	1
Drd4	0	0	0	0	0	0
Drd5	0	0	0	0	0	0
Dreh	0	0	0	0	0	0
Drg1	1432	1639	1798	1814	1917	2149
Drg2	739	866	844	911	931	1015
Drosha	1127	1181	1246	1261	1379	1532
Drp2	1	3	0	0	1	0
Dsc1	0	0	0	0	0	0
Dsc2	858	1087	983	1069	1472	1528
Dsc3	0	0	0	0	0	0
Dscam	3	7	3	5	4	8
Dscaml1	29	37	36	25	33	42
Dscc1	10	8	16	17	20	10
Dscr3	729	846	862	847	946	1010
Dse	85	48	97	72	58	68
Dsel	202	235	231	205	251	220
Dsg1a	0	0	0	0	0	0
Dsg1b	1	0	0	1	1	0
Dsg1c	0	0	0	0	0	1
Dsg2	864	1199	1033	1087	1229	1478
Dsg3	0	0	0	0	0	0
Dsg4	0	0	0	0	0	0
Dsn1	78	71	102	89	97	120
Dsp	3434	4210	3637	4046	5133	5234
Dspp	0	0	0	0	0	0
Dst	6405	6826	6986	5795	6570	6488
Dstn	8359	9724	9334	10471	11145	12860
Dstyk	1068	1209	1231	1251	1246	1280
Dtd1	584	619	655	595	667	725
Dtd2	341	344	373	362	362	377
Dtl	59	47	74	69	70	126
Dtna	408	531	475	441	561	585
Dtnb	716	709	796	796	809	922
Dtnbp1	1404	1459	1593	1613	1651	1724
Dtwd1	166	157	187	162	165	173
Dtwd2	134	106	134	125	137	163
Dtx1	7	4	7	6	13	10
Dtx2	247	252	233	232	261	262
Dtx3	1048	1060	1247	1130	1207	1290
Dtx3l	250	297	316	316	322	411
Dtx4	331	271	276	365	309	265
Dtymk	646	679	752	691	708	871
Duox1	3	4	3	0	4	1
Duox2	2	1	0	0	0	1
Duoxa1	1	2	1	0	3	1
Duoxa2	0	0	0	0	0	0
Dupd1	0	0	0	0	0	0
Dus1l	839	897	1003	953	987	1043
Dus2	228	288	254	274	264	327
Dus3l	639	726	719	616	719	754
Dus4l	98	138	131	107	120	154
Dusp1	2181	1634	1555	1513	1278	1540
Dusp10	75	88	88	90	77	76
Dusp11	2650	2914	3109	2417	2699	2820
Dusp12	211	244	242	200	212	220
Dusp13	2	2	3	4	4	7
Dusp14	206	151	273	273	229	188
Dusp15	138	115	168	110	98	59
Dusp16	804	806	871	826	886	999
Dusp18	403	427	411	545	470	765
Dusp19	244	252	272	274	251	292
Dusp2	14	9	13	10	8	7
Dusp21	0	0	0	0	0	0
Dusp22	549	542	658	549	507	584
Dusp23	285	299	360	306	272	312
Dusp26	11	16	28	6	22	14
Dusp27	2	0	2	1	0	0
Dusp28	404	461	501	436	484	512
Dusp3	1423	1413	1487	1829	1817	2274
Dusp4	95	106	121	104	106	98
Dusp5	42	50	40	33	32	31
Dusp6	873	702	913	1041	757	567
Dusp7	361	441	424	385	468	396
Dusp8	139	201	128	154	110	170
Dusp9	132	128	173	71	78	90
Dut	636	673	644	705	634	774
Dux	0	0	0	0	0	0
Duxbl1	0	0	0	0	0	0
Duxbl2	0	0	0	0	0	0
Duxbl3	0	0	0	0	0	0
Dvl1	1838	1945	2182	2103	2039	2140
Dvl2	272	291	257	225	264	291
Dvl3	772	872	847	908	930	1071
Dxo	397	419	461	479	504	450
Dydc1	0	0	0	0	0	0
Dydc2	0	0	0	0	0	0
Dym	824	839	932	898	1019	1059
Dynap	0	0	0	0	0	0
Dync1h1	5673	6059	6211	6141	6665	7720
Dync1i1	3	3	3	5	4	4
Dync1i2	2369	2756	2759	3072	3382	3805
Dync1li1	1114	1184	1188	1249	1379	1340
Dync1li2	2061	2351	2232	2070	2400	2483
Dync2h1	572	627	697	590	585	641
Dync2li1	967	971	1107	1040	981	1165
Dynll1	1312	1389	1349	1469	1562	1816
Dynll2	6087	6813	7197	6432	6462	7160
Dynlrb1	1802	2065	2072	2211	2335	2453
Dynlrb2	16	12	10	9	25	32
Dynlt1a	11	13	14	13	13	13
Dynlt1b	9	3	8	7	4	4
Dynlt1c	0	0	0	0	0	0
Dynlt1f	0	0	0	0	0	0
Dynlt3	4243	4774	4847	4692	4874	5199
Dyrk1a	1090	1310	1296	1280	1477	1393
Dyrk1b	551	571	633	585	704	695
Dyrk2	354	328	384	345	351	342
Dyrk3	33	37	41	56	30	40
Dyrk4	0	0	0	0	0	0
Dysf	200	157	213	159	196	144
Dytn	0	0	0	0	0	0
Dyx1c1	62	47	75	55	50	67
Dzank1	186	206	208	233	193	189
Dzip1	104	109	128	80	56	59
Dzip1l	713	801	762	557	537	487
Dzip3	304	318	360	280	317	355
E030002O03Rik	0	0	0	0	0	0
E030003E18Rik	0	0	0	0	0	0
E030011O05Rik	3	3	7	2	9	5
E030013I19Rik	4	6	10	11	6	6
E030018B13Rik	0	0	0	0	0	0
E030019B06Rik	0	0	0	0	2	0
E030019B13Rik	0	0	0	0	0	0
E030024N20Rik	2	9	7	4	8	7
E030025P04Rik	0	0	0	0	0	0
E030030I06Rik	23	18	17	19	21	20
E030044B06Rik	0	0	1	0	1	0
E130006D01Rik	0	0	1	1	0	1
E130008D07Rik	0	1	0	1	0	1
E130012A19Rik	24	24	39	25	35	35
E130018N17Rik	10	19	6	13	15	13
E130102H24Rik	38	35	53	37	38	20
E130112N10Rik	6	9	11	5	14	9
E130114P18Rik	0	1	3	2	2	1
E130201H02Rik	57	51	43	51	69	81
E130215H24Rik	33	37	32	44	40	52
E130218I03Rik	1	1	0	2	0	0
E130304I02Rik	0	0	2	0	1	2
E130307A14Rik	82	73	109	66	98	91
E130308A19Rik	309	346	404	323	367	400
E130309D02Rik	553	663	619	629	587	683
E130309D14Rik	18	21	22	27	9	19
E130309F12Rik	293	402	357	328	423	398
E130310I04Rik	1	0	0	0	1	0
E130311K13Rik	134	138	141	107	116	157
E130317F20Rik	18	35	49	47	63	60
E230008N13Rik	29	20	21	14	10	16
E230016K23Rik	73	122	95	77	95	118
E230016M11Rik	22	24	16	8	23	13
E230019M04Rik	0	1	0	1	0	0
E230025N22Rik	0	0	0	2	1	1
E230029C05Rik	3	9	13	15	25	9
E2f1	103	81	110	104	118	136
E2f2	102	127	149	113	110	120
E2f3	233	297	317	347	344	377
E2f4	774	831	877	849	950	981
E2f5	715	810	844	774	823	931
E2f6	452	556	534	570	560	640
E2f7	29	12	30	17	15	16
E2f8	31	30	33	31	24	50
E330009J07Rik	39	61	36	41	42	58
E330011O21Rik	1	4	0	7	5	1
E330012B07Rik	0	0	0	0	0	0
E330013P04Rik	3	3	8	4	3	5
E330014E10Rik	0	0	0	0	0	0
E330017A01Rik	0	0	0	0	0	0
E330017L17Rik	0	0	0	0	2	0
E330020D12Rik	0	1	4	2	2	1
E330021D16Rik	20	16	32	3	5	7
E330023G01Rik	0	0	0	0	0	0
E330033B04Rik	18	18	37	13	19	23
E330034G19Rik	0	0	0	0	0	0
E430016F16Rik	0	0	2	0	0	0
E430018J23Rik	124	117	156	117	124	124
E430025E21Rik	1386	1351	1375	1872	1881	2148
E4f1	402	515	489	424	473	459
E530001F21Rik	0	0	0	0	0	0
E530011L22Rik	70	79	73	66	83	78
EU599041	0	2	0	0	1	0
Eaf1	1620	1827	1758	1861	2020	2274
Eaf2	163	99	180	95	89	95
Eapp	698	729	786	805	788	868
Ear1	0	0	0	0	0	0
Ear10	0	0	0	0	0	0
Ear11	0	0	0	0	0	0
Ear12	0	0	0	0	0	0
Ear14	0	0	0	0	0	0
Ear2	1	0	0	0	0	0
Ear3	0	0	0	0	0	0
Ear4	0	0	0	0	0	0
Ear5	0	0	0	0	0	0
Ear6	0	0	0	0	0	0
Ear7	0	0	0	0	0	0
Ears2	199	191	201	189	201	219
Ebag9	615	707	748	770	756	891
Ebf1	26	26	47	15	32	22
Ebf2	2	3	0	3	8	1
Ebf3	6	9	6	10	8	3
Ebf4	49	44	57	31	35	15
Ebi3	12	10	14	9	12	13
Ebna1bp2	801	846	908	868	998	1209
Ebp	1716	1719	2064	1562	1685	1781
Ebpl	170	188	186	176	177	173
Ecd	940	1053	1057	1254	1201	1489
Ece1	1609	1409	1853	1328	1487	1469
Ece2	126	135	150	189	184	237
Ecel1	0	0	0	1	0	0
Ech1	6777	6492	8066	6551	6834	7180
Echdc1	386	382	372	452	413	536
Echdc2	2139	1937	2624	2160	2041	1965
Echdc3	758	792	966	896	774	906
Echs1	5668	6154	6403	7154	7477	8554
Eci1	1733	1942	2181	1915	1953	2210
Eci2	1501	1537	1779	1399	1540	1612
Eci3	2245	1686	2777	1065	911	845
Ecm1	372	286	399	256	420	226
Ecm2	30	36	30	25	32	30
Ecscr	44	45	77	52	39	40
Ecsit	1227	1235	1412	1428	1616	1877
Ect2	249	202	366	262	210	345
Ect2l	3	5	6	4	3	1
Eda	36	38	37	24	28	17
Eda2r	33	38	30	25	28	50
Edar	13	19	10	9	15	6
Edaradd	177	216	194	247	278	210
Edc3	567	627	586	554	531	589
Edc4	691	804	731	749	817	881
Eddm3b	4	1	9	6	5	5
Edem1	1255	1203	1517	1179	1174	1254
Edem2	813	960	956	943	1038	1051
Edem3	2025	2295	2292	2233	2476	2554
Edf1	2139	2209	2267	2374	2544	2753
Edil3	17	10	12	19	6	14
Edn1	56	77	44	53	52	65
Edn2	0	0	0	0	0	0
Edn3	1122	1495	1213	1064	1183	1470
Ednra	29	27	44	17	18	15
Ednrb	577	795	747	799	969	1059
Edrf1	669	744	726	780	734	799
Eea1	1701	1920	1948	2140	2214	2359
Eed	628	709	758	712	706	760
Eef1a1	22697	21929	25059	23847	24590	24545
Eef1a2	0	0	0	0	0	0
Eef1b2	4216	4046	4421	4424	4071	4794
Eef1d	1293	1295	1335	1327	1438	1624
Eef1e1	396	470	453	409	482	520
Eef1g	654	687	706	731	716	759
Eef2	27765	30045	30809	31847	34638	35645
Eef2k	139	228	202	199	236	233
Eefsec	433	466	539	529	556	587
Eepd1	33	60	53	44	46	27
Efcab1	0	0	0	0	0	0
Efcab10	8	9	3	8	5	11
Efcab11	13	7	8	17	15	13
Efcab12	206	225	263	262	287	335
Efcab14	1244	1474	1605	1508	1606	1764
Efcab2	381	376	392	383	423	474
Efcab3	0	0	1	1	0	2
Efcab4a	183	181	209	197	193	194
Efcab4b	3	2	2	1	3	2
Efcab5	11	12	10	3	2	11
Efcab6	0	2	0	0	0	0
Efcab7	85	109	138	151	122	154
Efcab8	0	0	0	0	1	0
Efcab9	2	5	3	1	0	5
Efcc1	5	13	16	9	17	11
Efemp1	1728	2218	1925	1581	1939	1887
Efemp2	180	181	188	133	215	178
Efhb	1	1	8	3	1	3
Efhc1	8	17	16	17	20	15
Efhc2	24	21	27	32	46	68
Efhd1	9077	12349	9698	13151	15117	17540
Efhd2	606	657	666	593	710	744
Efna1	955	1083	1022	951	1147	1180
Efna2	17	12	19	12	23	16
Efna3	89	119	118	59	67	82
Efna4	412	617	556	366	482	475
Efna5	285	415	429	350	376	419
Efnb1	929	1202	1032	910	961	1089
Efnb2	913	1202	1142	966	1181	1157
Efnb3	18	27	18	14	13	9
Efr3a	2298	2403	2424	2616	2722	3006
Efr3b	21	20	62	28	25	84
Efs	98	104	92	77	83	109
Eftud1	402	465	505	463	506	519
Eftud2	1244	1430	1312	1501	1620	1775
Egf	23394	20201	25033	17147	17580	14096
Egfbp2	0	0	0	0	0	0
Egfem1	26	51	41	23	36	37
Egfl6	420	400	458	451	441	286
Egfl7	557	469	562	454	418	404
Egfl8	36	21	27	13	20	13
Egflam	30	22	35	19	38	26
Egfr	800	891	802	1035	994	887
Egln1	1999	2197	2331	2181	2384	2452
Egln2	1344	1478	1473	1335	1483	1555
Egln3	239	230	293	194	216	192
Egr1	9622	9740	6486	5006	6535	6701
Egr2	17	39	19	26	10	4
Egr3	4	9	6	6	1	4
Egr4	3	0	0	1	0	0
Ehbp1	280	293	366	270	349	352
Ehbp1l1	303	259	320	223	246	230
Ehd1	2334	2079	2620	2390	2217	2316
Ehd2	882	912	875	846	1070	913
Ehd3	835	677	873	870	638	745
Ehd4	948	945	998	943	1213	1211
Ehf	3806	5060	4275	4087	5131	5195
Ehhadh	9655	7030	13298	6691	5658	5597
Ehmt1	769	922	912	810	971	923
Ehmt2	2356	2740	2686	2416	2703	2863
Ei24	3519	3849	4247	4026	4187	4329
Eid1	1902	2079	2326	1893	2054	2268
Eid2	134	116	142	138	139	117
Eid2b	242	307	328	241	250	281
Eid3	4	4	2	1	6	4
Eif1	1560	1712	1736	1821	1761	1854
Eif1a	1226	1597	1520	1304	1329	1492
Eif1ad	817	910	940	954	965	1202
Eif1ax	1159	1182	1148	1313	1335	1709
Eif1b	1039	1254	1219	1180	1250	1239
Eif2a	1429	1452	1576	1590	1639	1810
Eif2ak1	1858	2074	2121	2458	2544	2715
Eif2ak2	603	748	662	783	820	919
Eif2ak3	1120	1129	1229	1207	1306	1380
Eif2ak4	554	601	626	528	652	640
Eif2b1	608	717	760	728	797	851
Eif2b2	806	816	844	889	971	1054
Eif2b3	267	297	281	331	357	404
Eif2b4	745	918	883	890	921	1135
Eif2b5	1383	1418	1501	1715	1672	2096
Eif2d	772	878	865	970	932	1085
Eif2s1	799	825	844	913	872	1184
Eif2s2	711	822	820	882	891	1060
Eif2s3x	219	215	205	220	273	308
Eif2s3y	0	0	0	0	0	0
Eif3a	4226	4698	4583	4729	4819	5719
Eif3b	2495	2850	2855	2969	3161	3678
Eif3c	3496	3811	3886	4453	4536	4964
Eif3d	1444	1596	1661	1723	1799	1996
Eif3e	1115	1092	1252	1225	1292	1209
Eif3f	2817	3207	3467	3111	3591	3417
Eif3g	1310	1460	1465	1494	1671	1774
Eif3h	1772	1860	2056	1901	2223	2337
Eif3i	2288	2499	2458	2697	2935	3382
Eif3j1	0	0	3	0	0	0
Eif3j2	0	0	0	0	0	0
Eif3k	2201	2268	2405	2402	2568	2992
Eif3l	3825	4381	4223	5052	5553	6667
Eif3m	819	839	878	910	916	1045
Eif4a1	694	707	723	778	708	848
Eif4a2	7601	8417	8416	7148	7097	7595
Eif4a3	715	852	881	929	955	1033
Eif4b	5625	5808	6319	5747	6145	5778
Eif4e	863	883	944	1012	996	1174
Eif4e1b	0	0	0	0	0	0
Eif4e2	1430	1574	1581	1603	1606	1778
Eif4e3	513	602	614	647	732	946
Eif4ebp1	446	513	475	594	620	696
Eif4ebp2	1144	1181	1196	1297	1515	1554
Eif4ebp3	209	257	304	268	271	230
Eif4enif1	942	1039	952	974	1014	1117
Eif4g1	6561	6873	7245	7669	7556	8854
Eif4g2	21701	22592	24316	25161	24142	26329
Eif4g3	3345	3385	3504	3736	3774	4162
Eif4h	4726	5085	5336	5356	5781	6433
Eif5	5107	5805	5849	5256	5710	6325
Eif5a	4835	4899	5673	5414	5554	6304
Eif5a2	233	328	244	343	333	502
Eif5b	2659	2635	2657	2680	2641	2860
Eif6	1155	1286	1399	1366	1378	1624
Elac1	387	441	421	372	434	463
Elac2	517	597	561	623	615	681
Elane	0	0	0	0	0	0
Elavl1	1401	1677	1525	1546	1843	1971
Elavl2	1	0	0	0	0	0
Elavl3	19	9	31	44	51	83
Elavl4	0	0	0	0	0	0
Elf1	1616	1809	1829	1657	1813	2079
Elf2	920	1146	987	900	1067	1022
Elf3	1333	1773	1390	1612	1885	2264
Elf4	168	194	175	179	244	231
Elf5	302	378	338	247	337	279
Elfn1	71	54	99	93	70	60
Elfn2	0	0	0	0	0	0
Elk1	316	316	321	295	392	373
Elk3	601	662	629	587	735	723
Elk4	190	213	183	192	211	217
Ell	386	498	524	383	477	444
Ell2	914	789	926	869	756	794
Ell3	173	159	268	238	242	171
Elmo1	37	45	50	31	40	31
Elmo2	1254	1493	1352	1371	1461	1531
Elmo3	935	1004	1069	1068	1131	1239
Elmod1	4	0	2	4	5	6
Elmod2	615	671	789	619	777	774
Elmod3	507	537	596	549	618	637
Elmsan1	486	543	516	466	537	512
Eln	96	70	149	33	29	54
Elof1	1137	1259	1198	1308	1242	1557
Elovl1	1348	1382	1662	1759	1759	1867
Elovl2	1175	776	1362	1092	754	759
Elovl3	4	59	6	3	18	5
Elovl4	2	2	4	5	6	0
Elovl5	1703	1864	2029	2332	2671	2958
Elovl6	1977	2297	2420	2325	2635	2642
Elovl7	4120	4767	4678	5348	6050	6511
Elp2	1105	1290	1269	1308	1251	1476
Elp3	998	1013	1172	1128	1221	1348
Elp4	329	354	446	368	424	433
Elp5	783	867	925	967	957	1100
Elp6	82	123	125	138	119	180
Eltd1	502	392	557	462	407	461
Emb	3792	4785	4106	5943	7295	7873
Emc1	612	686	746	608	706	687
Emc10	2965	3541	3600	3256	4064	4363
Emc2	1041	1138	1135	1310	1366	1549
Emc3	2319	2491	2513	2812	2969	3351
Emc4	1050	1250	1196	1255	1338	1479
Emc6	2023	2073	2257	2149	2178	2338
Emc7	2059	2141	2205	2251	2496	2776
Emc8	698	785	813	770	845	912
Emc9	236	279	281	303	347	397
Emcn	782	617	828	786	576	656
Emd	640	704	657	724	841	969
Eme1	7	5	21	12	15	15
Eme2	224	298	303	321	329	367
Emg1	742	711	685	681	700	842
Emid1	57	33	67	45	49	53
Emilin1	158	153	199	151	110	132
Emilin2	64	79	67	61	91	111
Emilin3	1	0	0	0	1	0
Eml1	227	227	295	288	313	347
Eml2	1039	1292	1291	1200	1195	1403
Eml3	643	745	777	653	741	721
Eml4	717	925	822	723	856	833
Eml5	359	357	385	315	341	291
Eml6	237	237	240	224	211	312
Emp1	2553	2897	2738	2241	2480	2658
Emp2	311	314	407	281	377	424
Emp3	56	49	59	59	52	68
Emr1	135	91	124	78	98	90
Emr4	5	3	6	1	6	0
Emx1	1233	1609	1517	1468	1526	2048
Emx2	1694	1894	1902	1982	2111	2265
Emx2os	241	261	274	283	284	320
En1	0	0	0	0	0	0
En2	1	1	1	1	1	1
Enah	1355	1575	1668	1640	1684	1743
Enam	0	1	0	0	0	0
Enc1	709	782	746	671	751	847
Endod1	1525	1838	1584	1884	2388	2471
Endog	330	379	403	465	436	526
Endou	47	27	60	23	36	25
Endov	390	447	442	370	440	478
Eng	1073	833	1111	1012	989	927
Engase	164	131	151	166	194	183
Enho	29	26	34	19	32	36
Enkd1	113	90	131	90	110	165
Enkur	11	21	15	31	28	37
Eno1	24	26	28	42	23	44
Eno2	60	87	89	68	85	134
Eno3	139	159	170	130	109	116
Eno4	10	6	4	8	5	10
Enoph1	219	289	300	247	323	295
Enox1	38	40	53	30	21	28
Enox2	517	576	605	545	603	653
Enpep	2246	1475	2127	2189	1245	1414
Enpp1	439	406	512	574	501	472
Enpp2	5195	3999	4874	6072	5410	5032
Enpp3	704	553	897	485	547	405
Enpp4	2023	2776	2247	2172	2783	3137
Enpp5	6727	8020	7594	9160	10420	11458
Enpp6	781	547	714	611	392	360
Enpp7	0	0	0	0	0	0
Ensa	1519	1718	1696	1532	1661	1799
Enthd1	0	0	0	0	0	0
Enthd2	326	433	393	433	404	509
Entpd1	109	93	133	93	104	64
Entpd2	145	130	236	177	182	196
Entpd3	2	8	5	10	6	13
Entpd4	1812	1855	2073	1856	2003	2015
Entpd5	6548	6359	8635	5989	6008	6511
Entpd6	351	391	408	447	438	456
Entpd7	184	182	212	225	253	283
Entpd8	115	91	153	124	103	94
Eny2	1215	1297	1519	1203	1352	1414
Eogt	392	425	392	447	419	472
Eomes	8	2	6	3	4	3
Ep300	1746	1904	1855	1785	1731	1963
Ep400	1315	1557	1452	1339	1411	1557
Epas1	2858	2816	3278	2459	2929	2786
Epb4.1	4210	4535	4711	5516	5654	6411
Epb4.1l1	2710	3274	2982	3008	3548	3876
Epb4.1l2	1557	1964	1676	1909	2209	2705
Epb4.1l3	1169	921	1101	962	1047	1063
Epb4.1l4a	669	798	724	780	860	960
Epb4.1l4b	1729	2336	2037	1833	2116	2334
Epb4.1l5	1827	1756	2003	1945	1920	2069
Epb4.2	13	9	8	16	7	11
Epc1	784	984	858	706	881	819
Epc2	693	799	806	704	747	770
Epcam	6048	7364	6888	6545	8228	8229
Epdr1	93	101	166	134	101	117
Epg5	567	612	657	648	628	736
Epgn	0	1	0	0	2	1
Epha1	561	607	713	566	653	669
Epha10	0	0	0	0	0	0
Epha2	140	161	160	146	158	191
Epha3	11	1	9	11	8	3
Epha4	56	89	101	69	82	48
Epha5	0	0	0	0	0	0
Epha6	1	2	0	3	0	0
Epha7	30	27	34	43	31	37
Epha8	0	2	0	0	2	3
Ephb1	40	43	27	32	24	21
Ephb2	318	451	401	347	417	405
Ephb3	332	379	346	227	272	239
Ephb4	1892	2354	2145	2029	2189	2598
Ephb6	345	448	373	329	448	517
Ephx1	1643	2013	1907	2190	2429	2477
Ephx2	2703	2322	2880	2819	2372	2302
Ephx3	4	6	9	9	6	2
Ephx4	4	9	7	15	10	13
Epm2a	94	111	104	65	96	86
Epm2aip1	1088	1229	1289	1241	1276	1418
Epn1	4074	4344	4856	4664	4928	5059
Epn2	992	1211	1171	1126	1247	1228
Epn3	2283	3143	2438	3731	4434	5483
Epo	0	0	0	0	0	0
Epor	299	364	402	336	468	458
Eppin	0	0	0	0	0	0
Eppk1	30	28	27	21	31	40
Eprs	1936	1924	2036	2434	2304	2688
Eps15	2505	2627	2781	3096	3156	3130
Eps15l1	812	985	991	964	1047	1178
Eps8	6824	8010	7422	7612	9119	9662
Eps8l1	293	331	339	395	356	461
Eps8l2	3642	4009	4128	3989	4433	4766
Eps8l3	7	4	3	2	2	2
Epsti1	175	203	210	183	302	345
Ept1	558	749	688	669	839	912
Epx	0	1	0	0	0	0
Epyc	0	0	0	1	0	1
Eqtn	1	1	3	1	4	3
Eral1	445	529	555	576	601	713
Erap1	1060	1231	1209	1181	1256	1499
Eras	0	0	0	0	0	0
Erbb2	1672	1761	1857	1635	1885	1951
Erbb2ip	6544	7615	7494	7257	8495	9131
Erbb3	1171	1122	1305	1292	1479	1417
Erbb4	84	90	75	61	82	68
Erc1	1254	1628	1461	1616	1707	2036
Erc2	163	182	205	140	193	184
Ercc1	222	263	244	318	308	368
Ercc2	333	406	412	369	405	412
Ercc3	723	828	899	890	1044	1129
Ercc4	508	620	533	579	595	630
Ercc5	543	626	574	534	590	673
Ercc6	421	446	394	365	461	457
Ercc6l	36	34	47	40	35	37
Ercc6l2	582	600	636	618	637	676
Ercc8	118	124	130	117	129	145
Ereg	0	2	0	0	2	0
Erf	794	737	938	819	649	763
Erg	153	100	145	106	114	109
Ergic1	2060	2323	2397	2310	2639	2836
Ergic2	1055	1219	1191	1182	1336	1394
Ergic3	2525	2658	3092	2734	2850	3152
Erh	42	47	31	38	59	48
Eri1	378	411	477	490	530	549
Eri2	137	177	179	167	186	209
Eri3	831	905	944	867	874	932
Erich1	200	245	236	249	309	282
Erich2	74	88	114	83	91	80
Erlec1	1642	1757	1808	2094	2076	2438
Erlin1	1451	1146	1648	1417	1136	1191
Erlin2	3824	4188	4476	4118	4703	4900
Ermap	3	1	2	4	1	0
Ermard	190	207	187	174	201	231
Ermn	0	0	0	0	0	0
Ermp1	4189	5363	4504	5540	6301	8047
Ern1	453	498	459	436	524	574
Ern2	0	1	1	0	0	2
Ero1l	663	858	750	888	885	984
Ero1lb	274	348	317	321	376	365
